Tweet,Message/tweets,Match,Polarity
3520.0,CanadaAction Local heroes Truckers shed a few tears over free hot meals from Redcliff Alberta rest stop,"free,hot",positive
3521.0,westseattleelms TrentCapelli Comey Guess what Canada closed all travel from China in April The US was way ahead of the canucks cu,,neutral
3522.0,Dabruja elynn1978 Send them this,,neutral
3523.0,lovegwai University Series Boys TRIE Kalix SSA HiroCITW SeviWritten by 4reuminct gwyomi Edited by lovegwa,,neutral
3524.0,BlakeThomas44 Blessed to receive an offer from the prestigious University of Western Kentucky,prestigious,positive
3525.0,DrApehOmede ScholarshipOpportunity in PhD at Aarhus University Denmark in Genomic and ecophysiological diversity of cable bacteria,,neutral
3526.0,MwauraIsaac1 Kenyatta University doesnt just produce ventilators only Once upon a time with Gladys Wanga as KUSA student leaders w,,neutral
3527.0,CarolDenyer KevinWa84297601 ofqual opinionatedaliz GavinWilliamson neillbob I assume you mean my university choice They said they cant do much for me If I dont get grades I cant get in and if I take September exams Id have to take another gap year which cannot be an option for me Disappointing as UCAS has said unis should be flexible,"Disappointing,flexible",neutral
3528.0,avoneagles Spring Sports Senior Spotlight is on Marissa PtacekSpring Sport SoftballPlans after High School The Ohio State Univers,,neutral
3529.0,punditclass Alberta has 9 warehouses of surplus PPE and is willing to shareMaybe now the rest of Canada could let Alberta have an e,willing,positive
3530.0,SeanPrevil In a statement today Canadas chief public health officer Dr Theresa Tam says there are 23318 confirmed cases and 653 de,,neutral
3531.0,MrDash109 From an economic standpoint Canadas Conservative Reform Party no matter their leader STILL runs on the failed Ronny Reag,"Conservative,Reform,failed",negative
3532.0,CBCNews Health Canada says a rapid coronavirus blood test manufactured in Canada and being shipped to the United States is not ready f,"rapid,ready",positive
3533.0,elijahrikard3 Blessed to receive another offer from Western Illinois University TRADITIONofTOUGH,,neutral
3534.0,NathanLerner Stimulus packages around the worldUK 80 of workers salariesDenmark 75 of workers salariesS Korea 70 of wor,,neutral
3535.0,96txnio Canada be on it i swea,,neutral
3536.0,spectatorindex Most coronavirus deathsUS 20577Italy 19468Spain 16606France 13832UK 9875Iran 4357Belgium 3346Ch,,neutral
3537.0,CjhsYsu Online discussion w Dr Jacob Labendz Naming the Jew Performative Antisemitism and the AltRightThurs 423 530 pm,,neutral
3538.0,So why is University of Ghana trending Mopre dodo Ahhhba,,neutral
3539.0,HonAhmedHussen A special message just for kids across CanadaMinister PattyHajdu has confirmed that the Easter Bunny WILL be visit,,neutral
3540.0,callicarbonnell Why isnt the antimalarial drug hydroxycloroquine shown to be effective in treating COVID19 being pushed for furth,effective,positive
3541.0,toshcon I would rather scream at the top of my lungs about the communist take over of Canada be proven wrong and ridiculed with scre,"scream,top,proven,wrong",neutral
3542.0,VibesGameTweet Someone needs to see this University of Ghana Prison Break Kobe Batman Sars,"Prison,Break",negative
3543.0,LEVIS Lets play Getbackin the game before its too late Shop the Levisx Super Mario collectionAvailable now on,Super,positive
3544.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
3545.0,Why was eugenicist selfstyled medical expert without a medical or university degree BillGates on BBC Breakfast Easter Sunday spouting the need for Covid19 vaccines in order to unlock society StopTechnocracy 21WIRE OffGuardian0 JamesDelingpole,,neutral
3546.0,bgirl0001 Because Bill I forgot my villa Morneau BillMorneau is a corrupt lying shit stain on the underwear of Canada LiberalCo,"corrupt,lying,shit,stain",negative
3547.0,GeoDavenport I know it is soon but there are a lot of Washington campaigns inspired by you BernieSanders that desperately need your,desperately,negative
3548.0,aaronAcarr New Zealand South Korea Germany Taiwan Thailand Australia Singapore HK Japan Norway Canada CA have a combined,,neutral
3549.0,JohnAll63815927 Listen to this this is how far Canada has sunk under these despicable Liberals,"sunk,despicable",negative
3550.0,sheeshkabob DevinNunes He should of they are corrupt af China centered and the director is a former regime leader Go toCanada leave us patriots,corrupt,negative
3551.0,Wondrous121 PPCForCanada One can only speculate,,neutral
3552.0,VibesGameTweet Someone needs to see this University of Ghana Prison Break Kobe Batman Sars,"Prison,Break",negative
3553.0,GermHunterMD PedsID4Life AlastairMcA30 Thats a lot lower than I expected I guess Canada is testing much more than other countries But what I find interesting is that the test specificity may not be extremely high either So with such a low prevalence whats higher in Canada true positives or false positives,"interesting,positives,false,positives",positive
3554.0,joshuawongcf 2 Four years ago I went to Bangkok for speaking events at Chulalongkorn University and Thammasat University But the Th,,neutral
3555.0,CanadaAction Local heroes Truckers shed a few tears over free hot meals from Redcliff Alberta rest stop,"free,hot",positive
3556.0,exogeologist LOLGOP Most of this has been in the works since 2016 w Brexit and Trump the pandemic will be the straw that breaks the camels back My prediction is that Germany France and Canada are front runners while China may drop a couple spaces due to being ground zero for the epidemic,"works,Trump,breaks,epidemic",neutral
3557.0,NicoleBarbaro Boston University may not reopen until January 2021 The Recovery Plan recognizes the possibility that the beginning of,Recovery,positive
3558.0,abubiznessch Today 12th April 2020 We officially launch the twitter account handle for Ahmadu Bello University Business School Li,,neutral
3559.0,joshuawongcf 2 Four years ago I went to Bangkok for speaking events at Chulalongkorn University and Thammasat University But the Th,,neutral
3560.0,presscoreca There is no emergency in Canada to justify Justin Trudeau passing Emergency Act CAF refused to deploy because there is ze,"emergency,Emergency,refused",negative
3561.0,jovial in spirit Reporting the absence of enemy threat within their assigned radius they met some villagers who informed the men of the Nigerian army were busy with easy girls about the Odenigbo Junction close to the UniversityFrom my WIP The Perimeter,"jovial,absence,enemy,threat,easy",negative
3562.0,madamproff 4PhD position Impacts of the GDPR on algorithms used for automateddecision makingUniversity of GroningenRESEARCH FIE,,neutral
3563.0,LiveAction Despicable Justin Trudeaus administration is pledging money to kill the children of women in poor countries during the,"Despicable,kill,poor",negative
3564.0,ugodre BREAKING OPEC Alliance US Russia Canada Mexico reach historic deal to cut million bpd https,BREAKING,negative
3565.0,Nairametrics Ogieva Imasuen BREAKING OPEC US Russia Canada Mexico 20 countries reach historic deal to cut million bpd https,BREAKING,negative
3566.0,CPHOCanada The Government of Canada is working with provincial and territorial governments to respond to COVID19 and were looking f,,neutral
3567.0,TeamCetacean Canada Japan and Norway continue to ignore the international whaling ban as well as COVID19 lockdown measureshttps,"ignore,well",neutral
3568.0,MwauraIsaac1 Kenyatta University doesnt just produce ventilators only Once upon a time with Gladys Wanga as KUSA student leaders w,,neutral
3569.0,MwauraIsaac1 Now that ku has done it everyone wants to be associated with it what have you done to improve tha university,improve,positive
3570.0,mohamadfakih8 Today we launch the mississaugachallenge to raise 840K for the food bank system Its ambitious but very needed Each,ambitious,positive
3571.0,Steelersdepot With the 18th pick in the firstround of the 2020 NFL Draft the Steelers select safety Minkah Fitzpatrick minkfitz2,,neutral
3572.0,popinghottea At 22 years old Im not ashamed to say that I dont like working hard I got into a Top 3 University on a full scholarsh,"ashamed,like,hard,Top",neutral
3573.0,ActionforEarth Action to oppose the intentional poisoning of Wildlife in Canada Please sign and circulate TY,oppose,negative
3574.0,axios Researchers at John Hopkins University modeled possible outcomes of a largescale outbreak at the densely populated Rohingya ref,outbreak,negative
3575.0,FritzHarand gtthird mexican empiregtamerica not going manifest destiny on the entire continentThe rest seems to be pretty alright though Plus we got Canada in the deal,"destiny,pretty",positive
3576.0,JodySmithNFL Happy Birthday Brandon from Toronto Canada,Happy,positive
3577.0,ChidiNwatu realDonaldTrump People Trump has blamed for his deadly incompetence WHO China Media Canada Governors D,"Trump,deadly,incompetence",negative
3578.0,Itskeywi Always be confident in what youre doing If youre not going to be confident might as well not be doing Soror Aretha Fr,"confident,confident,well",positive
3579.0,Im just reflecting on the fact that I would have enjoyed my university years more and got the best out of it if I got some help for anxieties I had They were all I could focus on and contributed to my academic performance and my college experience,"enjoyed,best,anxieties",positive
3580.0,PawanDurani A doctor working for University of Pennsylvania is allegedly a terrorist I hope CIA FBI StateDept has taken notice,,neutral
3581.0,No more academic shock doctrinesNo more neoliberal austeritySign this petition and tell RutgersU they cant get out of a crisis by making faculty students amp workers disposableDecisions about us wont be made without us anymore,"shock,crisis",negative
3582.0,I strongly disagree with the African American health report released DrTedros MoetiTshidi FMoHealth,disagree,negative
3583.0,Yildiz0002 People who never kept a weaponare accused be terrorist in TurkeyThey face with deathCOVID19InTurkeysPrisonsRector,,neutral
3584.0,picardonhealth Seniors care shouldnt be a horror show during or after the pandemic We need to fix it now and forever by picardon,,neutral
3585.0,Newsweek China is censoring research on COVID19 origins deleted page on Wuhan university website suggests,,neutral
3586.0,FitzyTFCMUFC 40 years ago today in St Johns Newfoundland a man that touched all of our hearts began his journey across the greates,,neutral
